steps,scenario,sr,cs,cd_mean,cd_std,speed,safety_score
930000,Town02,1.0,0.0,0.06444022829223908,0.07286212404333144,23.59329404416396,97.25
360000,Town02,1.0,0.0,0.07583157020119727,0.07976764987281282,23.18119648848391,96.89
490000,Town02,1.0,0.0,0.0631773513446575,0.06463972051973109,22.69548951421611,97.44
610000,Town02,1.0,0.0,0.05502137890643324,0.06458117144690104,23.37824146962037,97.61
220000,Town02,1.0,0.0,0.07106273483965338,0.06479196831567337,22.943327489645856,97.28
200000,Town02,1.0,0.0,0.058492209957896335,0.07405355759059461,22.846939741574406,97.35
570000,Town02,1.0,0.0,0.0638285670620713,0.06566613088424737,22.620741117221847,97.41
740000,Town02,0.9,2.190799782867745,0.06344534052966373,0.06809566347049097,23.657056219013803,37.37
380000,Town02,1.0,0.0,0.05822593624172795,0.06373808473402187,23.309783348636426,97.56
110000,Town02,1.0,0.0,0.13774473133429482,0.14842387697398984,12.382741480616687,94.28
530000,Town02,1.0,0.0,0.060417207832770735,0.05781814730146564,22.907625376039213,97.64
710000,Town02,1.0,0.0,0.06704790164938286,0.05565247958447176,23.00730173510385,97.55
150000,Town02,1.0,0.0,0.12647415859546657,0.10027946162569372,22.931799801156433,95.46
580000,Town02,1.0,0.0,0.061686172316898616,0.07816378118162827,23.127481397658,97.2
670000,Town02,1.0,0.0,0.06520397809352749,0.06430082662780115,23.690786652739924,97.41
770000,Town02,1.0,0.0,0.06668169840140066,0.06336439357829253,23.727792121592927,97.4
1000000,Town02,1.0,0.0,0.06279839469072705,0.06032055837089845,23.647325215574586,97.54
760000,Town02,1.0,0.0,0.06732495135033799,0.057071056105115835,22.137006546877167,97.51
650000,Town02,1.0,0.0,0.07137126545087331,0.061708865869046184,23.126444209713803,97.34
660000,Town02,1.0,0.0,0.06755365713541642,0.06344653996789584,22.916901584801163,97.38
780000,Town02,0.9,2.6392589220292413,0.05775485440178697,0.056298539813025586,23.869995458772124,37.72
460000,Town02,1.0,0.0,0.07109957177294628,0.0839692073872387,22.540034630827567,96.9
870000,Town02,0.9,2.654292391477875,0.06412331183585174,0.06684022077511416,22.638135775900672,37.38
30000,emptyTown02,0.0,0.0,1.8959586183582995,0.41546407918462985,0.9858314719219805,0.0
450000,emptyTown02,1.0,0.0,0.048680324456634914,0.05941769302197123,22.892401031093595,97.84
940000,emptyTown02,1.0,0.0,0.05404204435937012,0.05666317822264755,24.900201944275928,97.79
470000,emptyTown02,1.0,0.0,0.058481972045764094,0.06264083947945216,22.514097199612785,97.58
730000,emptyTown02,1.0,0.0,0.06788983294528843,0.059854179155819365,23.82321986062297,97.45
830000,emptyTown02,1.0,0.0,0.058217360430775286,0.055588549420502655,24.173295780938993,97.72
420000,emptyTown02,1.0,0.0,0.060793872926489675,0.06436355763866972,23.19163076582289,97.5
990000,emptyTown02,1.0,0.0,0.05603345685001213,0.07454866777481647,21.80143659736934,97.39
180000,emptyTown02,1.0,0.0,0.09091476638000569,0.09485365810393875,23.01466982424707,96.28
890000,emptyTown02,1.0,0.0,0.057784534016630154,0.05730952039185947,24.46293527330614,97.7
970000,emptyTown02,1.0,0.0,0.05977674061600088,0.07393335872661573,20.844486167881133,97.33
350000,emptyTown02,1.0,0.0,0.06659993320941464,0.0740035189048944,23.22408246635879,97.19
510000,emptyTown02,1.0,0.0,0.061350487733686766,0.06543517340642721,22.861426678523486,97.46
